id;naam;source;import_source;import_status;status;categorie;doel;trigger;systemen;stappen_count;stappen;webhook_paths;endpoints;gitlab_endpoint_method;gitlab_endpoint_path;gitlab_endpoint_handler;external_id;gitlab_file_path;hubspot_last_run_at;hubspot_run_count_365d;last_synced_at;approved_at;rejected_at;rejection_reason
AUTO-HS-1657984007;Keeps track of whether onboarding is completed;hubspot;hubspot;approved;Actief;Data beheer;;bedrijf eigenschap;HubSpot;1;Stel 'onboarding_voltooid' in;;;;;;1657984007;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:20.078+00:00;;
AUTO-HS-1696425999;Set intensiteit based on line items;hubspot;hubspot;approved;Uitgeschakeld;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/properties/update_intensiteit_from_deal;/properties/update_intensiteit_from_deal;;;;;1696425999;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:13.721+00:00;;
AUTO-HS-503852551;set source to Offerte.nl;hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'lead_source_wiecher' in;;;;;;503852551;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1704689256;Move BTW deal if Monthly deals are all complete;hubspot;hubspot;pending_approval;Actief;Integratie;;EVENT_BASED;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/operations/hubspot/berekening_compleet;/operations/hubspot/berekening_compleet;;;;;1704689256;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-30512246;"Pipeline is ""Sales Pipeline"", deal stage is ""Geen gehoor""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;30512246;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1692173640;Deal in Beginner Stage Property;hubspot;hubspot;pending_approval;Actief;Data beheer;;EVENT_BASED;HubSpot;25;Splits in 8 paden op basis van criteria | Splits in 1 paden op basis van criteria | Splits in 1 paden op basis van criteria | Splits in 1 paden op basis van criteria | Splits in 1 paden op basis van criteria | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Splits in 1 paden op basis van criteria | Splits in 1 paden op basis van criteria | Splits in 1 paden op basis van criteria | Splits in 1 paden op basis van criteria | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in | Stel 'beginner_stage' in;;;;;;1692173640;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1699565650;Correct Stage IB;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;8;Splits in 5 paden op basis van criteria | Stel 'dealstage' in | Stel 'dealstage' in | Stel 'dealstage' in | Stel 'dealstage' in | Webhook -> https://composed-month-production.up.railway.app/properties/ib/prereqs_webhook | Splits in 1 paden op basis van criteria | Webhook -> https://composed-month-development.up.railway.app/properties/ib/route_after_typeform_and_machtiging;/properties/ib/prereqs_webhook | /properties/ib/route_after_typeform_and_machtiging;;;;;1699565650;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:03.091+00:00;;
AUTO-HS-536358465;JR goed plaatsen gebaseerd op JR status 2023;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;536358465;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-503922801;set source to Offerte.nl eenmalig (cloned);hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'lead_source_wiecher' in;;;;;;503922801;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-563280020;Create follow-up sales gesprek notitite;hubspot;hubspot;pending_approval;Actief;Algemeen;;deal eigenschap;HubSpot;1;Voer HubSpot-actie uit;;;;;;563280020;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-536368564;JR status 2023 uit IB pipeline;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'jaarrekening_2023_gereed' in;;;;;;536368564;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-31074745;"Stap 4.2: OB 2020 Q2 | als company name veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;31074745;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-37239133;Stap 3.1: OB 2020 Q3 | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT ;hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;37239133;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-414562703;Deal prio high;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;414562703;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-40406761;Deal modified (Contact & Company);hubspot;hubspot;approved;Uitgeschakeld;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://eoqyqhopba30xe2.m.pipedream.net;;;;;;40406761;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:34.869+00:00;;
AUTO-HS-536328727;JR status 2023 uit VPB pipeline;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'jaarrekening_2023_gereed' in;;;;;;536328727;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1680508287;Set VPB priority;hubspot;hubspot;pending_approval;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/properties/update_vpb_deals_when_jr_updated;/properties/update_vpb_deals_when_jr_updated;;;;;1680508287;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-260634530;Update deal amount in IB;hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;2;Stel 'amount' in | Splits in 1 paden op basis van criteria;;;;;;260634530;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-304074580;"Pipeline is ""BTW - Q3 2022*"", deal stage is ""Open*""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;304074580;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-29477278;"Pipeline is ""Inbox"", Ticket status is ""Closed""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Object eigenschap;HubSpot;0;;;;;;;29477278;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-536358463;VPB goed plaatsen gebaseerd op JR status 2023;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;536358463;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-577992302;Name Change of Company;hubspot;hubspot;pending_approval;Actief;Integratie;;EVENT_BASED;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/operations/hubspot/company/updating_dealname;/operations/hubspot/company/updating_dealname;;;;;577992302;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-536897883;JR naar q1-q4 geboekt 2023;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;536897883;;;;2026-05-05T11:39:01.119+00:00;;;
